Id,WnvPresent
1,0.02350752600328046
2,0.014542990874511007
3,0.02307406598345763
4,0.014251702368864411
5,0.00971912223912832
6,0.019085633118494778
7,0.020226908309814048
8,0.020226908309814048
9,0.009323885597636925
10,0.007188300957064695
11,0.010568238905637215
12,0.006800861177801196
13,0.0055103986187913035
14,0.008730207484957926
15,0.009258097435797964
16,0.009258097435797964
17,0.01336336083519722
18,0.010210828319246076
19,0.017427343944912563
20,0.008421574993440683
21,0.0070757540478502785
22,0.011402728191316304
23,0.012090246618751485
24,0.012090246618751485
25,0.010055260162358446
26,0.007705477849310023
27,0.012285553291197477
28,0.006295446797868224
29,0.005548046519271796
30,0.009188499338455197
31,0.009743828454033201
32,0.009743828454033201
33,0.010055260162358446
34,0.007705477849310023
35,0.012285553291197477
36,0.006295446797868224
37,0.005548046519271796
38,0.009188499338455197
39,0.009743828454033201
40,0.009743828454033201
41,0.010055260162358446
42,0.007705477849310023
43,0.012285553291197477
44,0.006295446797868224
45,0.005548046519271796
46,0.009188499338455197
47,0.009743828454033201
48,0.009743828454033201
49,0.010055260162358446
50,0.007705477849310023
51,0.012285553291197477
52,0.006295446797868224
53,0.005548046519271796
54,0.009188499338455197
55,0.009743828454033201
56,0.009743828454033201
57,0.010055260162358446
58,0.007705477849310023
59,0.012285553291197477
60,0.006295446797868224
61,0.005548046519271796
62,0.009188499338455197
63,0.009743828454033201
64,0.009743828454033201
65,0.017050168665936775
66,0.01150422092507336
67,0.01713162841013494
68,0.010457958730838867
69,0.007419813981605378
70,0.014661801525277489
71,0.015542733762028568
72,0.015542733762028568
73,0.019729124160520552
74,0.01346447700956622
75,0.020244888390399212
76,0.012312931736010552
77,0.009034186270300941
78,0.017251507905503366
79,0.018285151265559164
80,0.018285151265559164
81,0.010055260162358446
82,0.007705477849310023
83,0.012285553291197477
84,0.006295446797868224
85,0.005548046519271796
86,0.009188499338455197
87,0.009743828454033201
88,0.009743828454033201
89,0.01134143758397727
90,0.008417853702557562
91,0.013853017409979422
92,0.007103289872329732
93,0.00647949218552618
94,0.010364969416584649
95,0.01099061262792541
96,0.01099061262792541
97,0.018415973158677573
98,0.013452933623145258
99,0.01880811947297359
100,0.011487610595986754
101,0.008426760491548264
102,0.016100556049804284
103,0.017066436415229955
104,0.017066436415229955
105,0.010055260162358446
106,0.007496377063942339
107,0.01222396507722093
108,0.006259858394589221
109,0.005520045068545661
110,0.009142293135147696
111,0.009694856992172174
112,0.009694856992172174
113,0.019791866688215375
114,0.012897020299577894
115,0.0207286105396818
116,0.013120174822270798
117,0.008891390138605414
118,0.01672194729370937
119,0.01772443369300519
120,0.01772443369300519
121,0.009188721827518165
122,0.007437956976212787
123,0.010334435774362442
124,0.006232544830002494
125,0.0052735025881115736
126,0.008391440133981637
127,0.008899029715733716
128,0.008899029715733716
129,0.010599166778162661
130,0.007469634954989408
131,0.012601076662699936
132,0.006890434433850104
133,0.005678207055747694
134,0.009588242807528378
135,0.010167483464722533
136,0.010167483464722533
137,0.010589642127385541
138,0.008417853702557562
139,0.012936914151960093
140,0.006630546470412028
141,0.0060480113465081866
142,0.009677268013920805
143,0.010261831098288762
144,0.010261831098288762
145,0.02168008935947459
146,0.014338107871918283
147,0.022575646191999886
148,0.013493348271922287
149,0.009704965492851879
150,0.018218608759761775
151,0.019309058544522768
152,0.019309058544522768
153,0.021284870886522127
154,0.012847175128153667
155,0.02260736103178563
156,0.012099037431893877
157,0.008328602567645565
158,0.016784845980951094
159,0.017791034950548505
160,0.017791034950548505
161,0.02001254080111112
162,0.012591937034050298
163,0.020242067444157963
164,0.012809881267187974
165,0.008680228137666212
166,0.016327880767044747
167,0.017307158569722442
168,0.017307158569722442
169,0.010447967963296277
170,0.00824249492607683
171,0.012776051682005612
172,0.006734861693749861
173,0.005935605349692794
174,0.009827848824098337
175,0.010421412143292752
176,0.010421412143292752
177,0.01096460153996816
178,0.009564100831374584
179,0.012795642701819926
180,0.007519987171192113
181,0.006717436370873137
182,0.010574360679159322
183,0.01121249982247229
184,0.01121249982247229
185,0.019431110926072664
186,0.014110534826169138
187,0.01881781095107063
188,0.012819869623309164
189,0.00927168324217902
190,0.01748497687714688
191,0.018532344999829125
192,0.018532344999829125
193,0.010599166778162661
194,0.007469634954989408
195,0.012601076662699936
196,0.006890434433850104
197,0.005678207055747694
198,0.009588242807528378
199,0.010167483464722533
200,0.010167483464722533
201,0.010055260162358446
202,0.007705477849310023
203,0.012285553291197477
204,0.006295446797868224
205,0.005548046519271796
206,0.009188499338455197
207,0.009743828454033201
208,0.009743828454033201
209,0.010589642127385541
210,0.008417853702557562
211,0.012936914151960093
212,0.006630546470412028
213,0.0060480113465081866
214,0.009677268013920805
215,0.010261831098288762
216,0.010261831098288762
217,0.017050168665936775
218,0.01200583812566537
219,0.017413747741859165
220,0.010631366510844203
221,0.00753378618358524
222,0.014903865114429917
223,0.015799108175143354
224,0.015799108175143354
225,0.010055260162358446
226,0.007705477849310023
227,0.012285553291197477
228,0.006291588943012601
229,0.005548046519271796
230,0.009188499338455197
231,0.009743828454033201
232,0.009743828454033201
233,0.022703382425484964
234,0.015220504501244481
235,0.02220838668931377
236,0.013920894740077835
237,0.010252967621033955
238,0.019491678898584303
239,0.020656723340224503
240,0.020656723340224503
241,0.01223739234094779
242,0.00926936277467966
243,0.01345167288894295
244,0.008484490930537386
245,0.0069238026643403585
246,0.011396347090942279
247,0.012083485477669598
248,0.012083485477669598
249,0.011193040498366669
250,0.008476132116574112
251,0.013317913215361394
252,0.007757900157758378
253,0.00639404296548355
254,0.01042301354101767
255,0.011052121244199171
256,0.011052121244199171
257,0.010055260162358446
258,0.007705477849310023
259,0.012285553291197477
260,0.006295446797868224
261,0.005548046519271796
